sponsor_zip,total,lat,lng,major_city,state
20744,324,38.75,-76.98,Fort Washington,MD
20745,435,38.81,-76.99,Oxon Hill,MD
20746,135,38.84,-76.91,Suitland,MD
20747,172,38.85,-76.88,District Heights,MD
20748,277,38.82,-76.94,Temple Hills,MD
20759,2,39.15,-76.92,Fulton,MD
20763,48,39.14,-76.82,Savage,MD
20769,16,38.98,-76.81,Glenn Dale,MD
20770,190,39,-76.88,Greenbelt,MD
20772,60,38.8,-76.8,Upper Marlboro,MD
20774,40,38.89,-76.77,Upper Marlboro,MD
20776,3,38.86,-76.64,Harwood,MD
20777,3,39.17,-76.97,Highland,MD
20781,287,38.94,-76.94,Hyattsville,MD
20782,710,38.97,-76.97,Hyattsville,MD
20783,3211,39,-76.97,Hyattsville,MD
20784,510,38.95,-76.9,Hyattsville,MD
20785,296,38.92,-76.89,Hyattsville,MD
20794,72,39.15,-76.8,Jessup,MD
20814,24,39,-77.11,Bethesda,MD
20815,8,38.98,-77.08,Chevy Chase,MD
20816,1,38.95,-77.12,Bethesda,MD
20817,7,39,-77.16,Bethesda,MD
20832,19,39.15,-77.08,Olney,MD
20833,2,39.21,-77.05,Brookeville,MD
20837,8,39.12,-77.43,Poolesville,MD
20841,6,39.18,-77.33,Boyds,MD
20842,1,39.2,-77.4,Dickerson,MD
20850,118,39.09,-77.19,Rockville,MD
20851,249,39.08,-77.12,Rockville,MD
20852,138,39.05,-77.12,Rockville,MD
20853,251,39.1,-77.1,Rockville,MD
20854,1,39,-77.2,Potomac,MD
20855,9,39.14,-77.13,Derwood,MD
20861,1,39.15,-77,Ashton,MD
20866,26,39.11,-76.92,Burtonsville,MD
20868,6,39.12,-76.96,Spencerville,MD
20871,19,39.26,-77.29,Clarksburg,MD
20872,43,39.29,-77.22,Damascus,MD
20874,209,39.15,-77.29,Germantown,MD
20876,172,39.21,-77.24,Germantown,MD
20877,916,39.14,-77.18,Gaithersburg,MD
20878,294,39.11,-77.25,Gaithersburg,MD
20879,199,39.17,-77.18,Gaithersburg,MD
20882,24,39.23,-77.15,Gaithersburg,MD
20886,524,39.18,-77.19,Montgomery Village,MD
20895,47,39.03,-77.08,Kensington,MD
20896,1,39.037,-77.093,Garrett Park,MD
20901,399,39.02,-77.01,Silver Spring,MD
20902,864,39.04,-77.04,Silver Spring,MD
20903,925,39.02,-76.98,Silver Spring,MD
20904,233,39.07,-76.98,Silver Spring,MD
20905,26,39.12,-76.99,Silver Spring,MD
20906,1018,39.09,-77.06,Silver Spring,MD
20910,234,39,-77.04,Silver Spring,MD
20912,411,38.98,-77,Takoma Park,MD
21001,76,39.5,-76.2,Aberdeen,MD
21009,11,39.47,-76.29,Abingdon,MD
21012,4,39.04,-76.5,Arnold,MD
21014,48,39.54,-76.35,Bel Air,MD
21015,16,39.6,-76.3,Bel Air,MD
21029,1,39.2,-76.95,Clarksville,MD
21030,337,39.49,-76.66,Cockeysville,MD
21032,20,39.03,-76.61,Crownsville,MD
21035,5,38.94,-76.64,Davidsonville,MD
21037,65,38.9,-76.5,Edgewater,MD
21040,94,39.43,-76.29,Edgewood,MD
21042,14,39.28,-76.9,Ellicott City,MD
21043,122,39.26,-76.8,Ellicott City,MD
21044,88,39.2,-76.88,Columbia,MD
21045,282,39.21,-76.83,Columbia,MD
21046,16,39.17,-76.84,Columbia,MD
21047,6,39.53,-76.45,Fallston,MD
21048,2,39.49,-76.91,Finksburg,MD
21050,2,39.59,-76.39,Forest Hill,MD
21053,7,39.68,-76.72,Freeland,MD
21054,3,39.02,-76.66,Gambrills,MD
21060,145,39.17,-76.58,Glen Burnie,MD
21061,395,39.16,-76.64,Glen Burnie,MD
21071,3,39.473,-76.815,Glyndon,MD
21074,3,39.61,-76.85,Hampstead,MD
21075,161,39.2,-76.75,Elkridge,MD
21076,15,39.17,-76.72,Hanover,MD
21078,13,39.56,-76.17,Havre De Grace,MD
21085,9,39.45,-76.35,Joppa,MD
21090,15,39.21,-76.67,Linthicum Heights,MD
21093,38,39.44,-76.64,Lutherville Timonium,MD
21102,7,39.7,-76.8,Manchester,MD
21108,20,39.08,-76.62,Millersville,MD
21113,18,39.05,-76.71,Odenton,MD
21114,43,39.01,-76.68,Crofton,MD
21117,301,39.43,-76.8,Owings Mills,MD
21122,32,39.12,-76.51,Pasadena,MD
21128,1,39.41,-76.44,Perry Hall,MD
21131,1,39.5,-76.57,Phoenix,MD
21133,30,39.37,-76.81,Randallstown,MD
21136,183,39.48,-76.8,Reisterstown,MD
21140,5,38.95,-76.59,Riva,MD
21144,48,39.12,-76.69,Severn,MD
21146,11,39.08,-76.57,Severna Park,MD
21155,3,39.56,-76.8,Upperco,MD
21157,81,39.6,-77,Westminster,MD
21158,6,39.6,-77,Westminster,MD
21162,2,39.39,-76.4,White Marsh,MD
21163,2,39.31,-76.89,Woodstock,MD
21201,8,39.29,-76.62,Baltimore,MD
21202,11,39.3,-76.61,Baltimore,MD
21204,28,39.4,-76.63,Towson,MD
21205,261,39.3,-76.57,Baltimore,MD
21206,47,39.34,-76.54,Baltimore,MD
21207,211,39.33,-76.71,Gwynn Oak,MD
21208,62,39.38,-76.72,Pikesville,MD
21209,8,39.37,-76.68,Baltimore,MD
21211,23,39.33,-76.64,Baltimore,MD
21212,64,39.37,-76.62,Baltimore,MD
21213,60,39.32,-76.57,Baltimore,MD
21214,27,39.35,-76.56,Baltimore,MD
21215,273,39.34,-76.69,Baltimore,MD
21216,16,39.31,-76.67,Baltimore,MD
21217,18,39.31,-76.64,Baltimore,MD
21218,82,39.33,-76.6,Baltimore,MD
21220,182,39.34,-76.4,Middle River,MD
21221,132,39.29,-76.44,Essex,MD
21222,340,39.26,-76.5,Dundalk,MD
21223,150,39.28,-76.65,Baltimore,MD
21224,1754,39.28,-76.53,Baltimore,MD
21225,499,39.23,-76.61,Brooklyn,MD
21226,36,39.2,-76.56,Curtis Bay,MD
21227,321,39.24,-76.67,Halethorpe,MD
21228,214,39.27,-76.75,Catonsville,MD
21229,64,39.28,-76.69,Baltimore,MD
21230,289,39.26,-76.62,Baltimore,MD
21231,132,39.29,-76.59,Baltimore,MD
21234,136,39.39,-76.53,Parkville,MD
21236,22,39.39,-76.49,Nottingham,MD
21237,143,39.34,-76.49,Rosedale,MD
21239,27,39.37,-76.59,Baltimore,MD
21244,234,39.33,-76.78,Windsor Mill,MD
21286,109,39.41,-76.57,Towson,MD
21401,269,38.99,-76.54,Annapolis,MD
21403,360,38.94,-76.49,Annapolis,MD
21409,6,39.02,-76.45,Annapolis,MD
21502,1,39.6,-78.8,Cumberland,MD
21541,1,39.55,-79.36,Mc Henry,MD
21550,3,39.4,-79.4,Oakland,MD
21562,1,39.49,-79.03,Westernport,MD
21601,248,38.8,-76,Easton,MD
21607,15,39.14,-75.86,Barclay,MD
21613,24,38.6,-76.1,Cambridge,MD
21617,16,39.1,-76,Centreville,MD
21619,19,38.94,-76.28,Chester,MD
21620,6,39.2,-76.1,Chestertown,MD
21623,14,39.13,-75.96,Church Hill,MD
21628,1,39.23,-75.92,Crumpton,MD
21629,5,38.8,-75.8,Denton,MD
21631,1,38.59,-75.94,East New Market,MD
21632,10,38.7,-75.8,Federalsburg,MD
21636,10,39.02,-75.81,Goldsboro,MD
21638,32,38.94,-76.21,Grasonville,MD
21639,29,38.96,-75.8,Greensboro,MD
21640,51,39.07,-75.82,Henderson,MD
21643,4,38.64,-75.87,Hurlock,MD
21645,2,39.32,-75.97,Kennedyville,MD
21649,137,39.14,-75.78,Marydel,MD
21651,16,39.3,-75.9,Millington,MD
21654,1,38.69,-76.12,Oxford,MD
21655,9,38.75,-75.93,Preston,MD
21657,2,38.96,-75.99,Queen Anne,MD
21658,7,38.9,-76.1,Queenstown,MD
21660,7,38.96,-75.89,Ridgely,MD
21662,2,38.72,-76.21,Royal Oak,MD
21663,1,38.8,-76.23,Saint Michaels,MD
21664,2,38.608,-75.948,Secretary,MD
21666,5,38.9,-76.3,Stevensville,MD
21668,17,39.2,-75.9,Sudlersville,MD
21673,7,38.7,-76.1,Trappe,MD
21676,2,38.79,-76.31,Wittman,MD
21678,1,39.31,-76.1,Worton,MD
21701,82,39.46,-77.34,Frederick,MD
21702,444,39.5,-77.5,Frederick,MD
21703,505,39.36,-77.46,Frederick,MD
21704,8,39.34,-77.38,Frederick,MD
21713,1,39.51,-77.68,Boonsboro,MD
21716,2,39.32,-77.62,Brunswick,MD
21717,1,39.337,-77.426,Buckeystown,MD
21727,1,39.68,-77.34,Emmitsburg,MD
21738,1,39.29,-77.03,Glenwood,MD
21740,216,39.6,-77.7,Hagerstown,MD
21742,62,39.66,-77.65,Hagerstown,MD
21754,3,39.34,-77.31,Ijamsville,MD
21755,17,39.35,-77.56,Jefferson,MD
21757,2,39.6,-77.25,Keymar,MD
21758,2,39.36,-77.66,Knoxville,MD
21762,1,39.485,-77.246,Libertytown,MD
21767,5,39.699,-77.748,Maugansville,MD
21769,4,39.44,-77.57,Middletown,MD
21771,38,39.4,-77.2,Mount Airy,MD
21773,5,39.54,-77.56,Myersville,MD
21774,2,39.4,-77.29,New Market,MD
21778,2,39.61,-77.33,Rocky Ridge,MD
21783,3,39.65,-77.56,Smithsburg,MD
21784,8,39.4,-77,Sykesville,MD
21787,2,39.7,-77.2,Taneytown,MD
21788,5,39.6,-77.4,Thurmont,MD
21790,1,39.27,-77.5,Tuscarora,MD
21793,17,39.49,-77.34,Walkersville,MD
21795,4,39.59,-77.82,Williamsport,MD
21797,5,39.3,-77.1,Woodbine,MD
21801,75,38.38,-75.64,Salisbury,MD
21804,148,38.35,-75.53,Salisbury,MD
21811,9,38.3,-75.2,Berlin,MD
21826,10,38.32,-75.62,Fruitland,MD
21837,2,38.5,-75.8,Mardela Springs,MD
21838,2,38,-75.7,Marion Station,MD
21842,5,38.2,-75.2,Ocean City,MD
21849,4,38.4,-75.5,Parsonsburg,MD
21850,1,38.4,-75.4,Pittsville,MD
21851,7,38.1,-75.5,Pocomoke City,MD
21853,7,38.2,-75.7,Princess Anne,MD
21863,1,38.2,-75.4,Snow Hill,MD
21871,3,38.1,-75.7,Westover,MD
21872,1,38.41,-75.29,Whaleyville,MD
21874,1,38.38,-75.36,Willards,MD
21901,3,39.6,-76,North East,MD
21911,16,39.7,-76.1,Rising Sun,MD
21912,9,39.43,-75.83,Warwick,MD
21913,11,39.406,-75.868,Cecilton,MD
21915,1,39.5,-75.85,Chesapeake City,MD
21917,5,39.67,-76.1,Colora,MD
21918,3,39.68,-76.17,Conowingo,MD
21919,2,39.42,-75.95,Earleville,MD
21921,41,39.6,-75.9,Elkton,MD
22003,949,38.83,-77.21,Annandale,VA
22015,32,38.79,-77.29,Burke,VA
22025,6,38.6,-77.34,Dumfries,VA
22026,86,38.57,-77.29,Dumfries,VA
22027,6,38.9,-77.22,Dunn Loring,VA
22030,185,38.84,-77.34,Fairfax,VA
22031,190,38.86,-77.26,Fairfax,VA
22032,22,38.82,-77.29,Fairfax,VA
22033,70,38.88,-77.38,Fairfax,VA
22035,2,38.856,-77.362,Fairfax,VA
22041,1052,38.85,-77.14,Falls Church,VA
22042,647,38.87,-77.19,Falls Church,VA
22043,138,38.9,-77.19,Falls Church,VA
22044,411,38.86,-77.15,Falls Church,VA
22046,77,38.89,-77.18,Falls Church,VA
22066,1,39,-77.31,Great Falls,VA
22079,78,38.68,-77.21,Lorton,VA
22102,16,38.93,-77.23,Mc Lean,VA
22124,1,38.89,-77.33,Oakton,VA
22134,1,38.52,-77.32,Quantico,VA
22150,417,38.77,-77.19,Springfield,VA
22151,181,38.8,-77.21,Springfield,VA
22152,39,38.78,-77.23,Springfield,VA
22153,22,38.74,-77.23,Springfield,VA
22172,60,38.56,-77.38,Triangle,VA
22180,138,38.9,-77.25,Vienna,VA
22181,65,38.9,-77.29,Vienna,VA
22182,5,38.94,-77.27,Vienna,VA
22191,916,38.62,-77.27,Woodbridge,VA
22192,174,38.68,-77.32,Woodbridge,VA
22193,561,38.64,-77.35,Woodbridge,VA
22201,77,38.89,-77.1,Arlington,VA
22202,15,38.86,-77.05,Arlington,VA
22203,310,38.87,-77.12,Arlington,VA
22204,543,38.86,-77.1,Arlington,VA
22205,43,38.88,-77.14,Arlington,VA
22206,69,38.84,-77.09,Arlington,VA
22207,32,38.91,-77.12,Arlington,VA
22209,36,38.89,-77.08,Arlington,VA
22213,1,38.9,-77.16,Arlington,VA
22301,36,38.82,-77.06,Alexandria,VA
22302,69,38.83,-77.09,Alexandria,VA
22303,99,38.79,-77.08,Alexandria,VA
22304,284,38.81,-77.13,Alexandria,VA
22305,649,38.84,-77.06,Alexandria,VA
22306,431,38.76,-77.09,Alexandria,VA
22307,12,38.77,-77.06,Alexandria,VA
22309,415,38.72,-77.1,Alexandria,VA
22310,63,38.78,-77.12,Alexandria,VA
22311,264,38.84,-77.12,Alexandria,VA
22312,408,38.82,-77.15,Alexandria,VA
22314,72,38.81,-77.07,Alexandria,VA
22315,15,38.75,-77.15,Alexandria,VA
22401,253,38.3,-77.49,Fredericksburg,VA
22405,50,38.32,-77.41,Fredericksburg,VA
22406,24,38.4,-77.5,Fredericksburg,VA
22407,308,38.3,-77.6,Fredericksburg,VA
22408,148,38.2,-77.4,Fredericksburg,VA
22435,1,37.97,-76.58,Callao,VA
22443,3,38.2,-77,Colonial Beach,VA
22454,1,37.84,-76.85,Dunnsville,VA
22469,2,38.1,-76.7,Hague,VA
22473,1,37.9,-76.4,Heathsville,VA
22485,5,38.3,-77.2,King George,VA
22508,7,38.3,-77.8,Locust Grove,VA
22514,13,38,-77.2,Milford,VA
22520,4,38.1,-76.8,Montross,VA
22534,2,38.08,-77.68,Partlow,VA
22535,3,38.13,-77.17,Port Royal,VA
22542,1,38.3,-77.9,Rhoadesville,VA
22546,10,37.9,-77.4,Ruther Glen,VA
22551,16,38.2,-77.7,Spotsylvania,VA
22553,16,38.3,-77.6,Spotsylvania,VA
22554,83,38.4,-77.4,Stafford,VA
22556,112,38.5,-77.5,Stafford,VA
22560,2,37.9,-77,Tappahannock,VA
22572,5,38,-76.8,Warsaw,VA
22580,14,38.1,-77.4,Woodford,VA
22601,222,39.17,-78.17,Winchester,VA
22602,70,39.2,-78.3,Winchester,VA
22603,52,39.3,-78.2,Winchester,VA
22611,6,39.2,-78,Berryville,VA
22620,2,39.1,-78,Boyce,VA
22627,1,38.77,-78.08,Flint Hill,VA
22630,26,38.9,-78.2,Front Royal,VA
22637,1,39.3,-78.4,Gore,VA
22642,6,38.9,-78,Linden,VA
22644,3,39,-78.5,Maurertown,VA
22655,13,39.06,-78.23,Stephens City,VA
22656,8,39.22,-78.09,Stephenson,VA
22657,6,39,-78.4,Strasburg,VA
22663,3,39.06,-78.11,White Post,VA
22664,18,38.89,-78.53,Woodstock,VA
22701,702,38.4,-78,Culpeper,VA
22712,69,38.5,-77.8,Bealeton,VA
22713,3,38.55,-78.14,Boston,VA
22714,10,38.51,-77.9,Brandy Station,VA
22718,2,38.48,-77.82,Elkwood,VA
22722,2,38.46,-78.23,Haywood,VA
22724,3,38.63,-77.9,Jeffersonton,VA
22726,1,38.4,-77.81,Lignum,VA
22727,7,38.5,-78.3,Madison,VA
22728,8,38.6,-77.7,Midland,VA
22729,2,38.38,-78.01,Mitchells,VA
22733,2,38.3,-78,Rapidan,VA
22734,12,38.54,-77.83,Remington,VA
22735,1,38.47,-78.18,Reva,VA
22737,5,38.6,-78,Rixeyville,VA
22738,1,38.29,-78.28,Rochelle,VA
22741,4,38.44,-77.87,Stevensburg,VA
22742,1,38.46,-77.72,Sumerduck,VA
22747,2,38.7,-78.2,Washington,VA
22801,277,38.41,-78.86,Harrisonburg,VA
22802,246,38.5,-78.9,Harrisonburg,VA
22812,2,38.37,-79.03,Bridgewater,VA
22815,10,38.7,-78.8,Broadway,VA
22821,1,38.5,-79.1,Dayton,VA
22824,11,38.8,-78.7,Edinburg,VA
22827,1,38.4,-78.6,Elkton,VA
22830,1,38.6,-79,Fulks Run,VA
22832,1,38.45,-78.75,Keezletown,VA
22835,3,38.7,-78.5,Luray,VA
22840,7,38.38,-78.75,Mc Gaheysville,VA
22842,5,38.8,-78.7,Mount Jackson,VA
22843,2,38.4,-79.2,Mount Solon,VA
22844,7,38.7,-78.7,New Market,VA
22846,1,38.38,-78.79,Penn Laird,VA
22849,3,38.53,-78.62,Shenandoah,VA
22851,2,38.5,-78.5,Stanley,VA
22853,2,38.66,-78.76,Timberville,VA
22901,203,38.1,-78.6,Charlottesville,VA
22902,82,38,-78.5,Charlottesville,VA
22903,58,38,-78.6,Charlottesville,VA
22911,30,38.1,-78.4,Charlottesville,VA
22920,3,37.98,-78.79,Afton,VA
22923,7,38.2,-78.3,Barboursville,VA
22931,2,37.9,-78.72,Covesville,VA
22932,3,38.2,-78.7,Crozet,VA
22935,2,38.27,-78.54,Dyke,VA
22936,7,38.16,-78.51,Earlysville,VA
22938,2,37.9,-78.8,Faber,VA
22939,5,38.1,-78.97,Fishersville,VA
22942,7,38.1,-78.2,Gordonsville,VA
22947,2,38,-78.3,Keswick,VA
22949,2,37.79,-78.88,Lovingston,VA
22958,2,37.9,-78.87,Nellysford,VA
22960,37,38.2,-78.1,Orange,VA
22963,2,37.8,-78.3,Palmyra,VA
22968,29,38.25,-78.39,Ruckersville,VA
22972,1,38.22,-78.24,Somerset,VA
22973,2,38.3,-78.5,Stanardsville,VA
22974,6,37.98,-78.27,Troy,VA
22980,73,38.1,-78.9,Waynesboro,VA
23002,5,37.3,-78,Amelia Court House,VA
23005,57,37.8,-77.5,Ashland,VA
23009,2,37.8,-77.2,Aylett,VA
23011,1,37.47,-76.82,Barhamsville,VA
23015,1,37.9,-77.6,Beaverdam,VA
23024,1,37.9,-77.8,Bumpass,VA
23039,1,37.66,-77.81,Crozier,VA
23047,4,37.9,-77.5,Doswell,VA
23059,17,37.7,-77.5,Glen Allen,VA
23060,38,37.66,-77.53,Glen Allen,VA
23063,1,37.7,-78,Goochland,VA
23072,1,37.3,-76.5,Hayes,VA
23075,18,37.55,-77.32,Henrico,VA
23083,2,37.32,-78.12,Jetersville,VA
23086,1,37.7,-77.1,King William,VA
23093,4,38,-78.1,Louisa,VA
23102,4,37.71,-77.83,Maidens,VA
23103,4,37.65,-77.72,Manakin Sabot,VA
23111,26,37.6,-77.3,Mechanicsville,VA
23112,32,37.44,-77.68,Midlothian,VA
23113,27,37.55,-77.67,Midlothian,VA
23114,3,37.49,-77.66,Midlothian,VA
23116,6,37.7,-77.3,Mechanicsville,VA
23117,7,38,-77.9,Mineral,VA
23129,2,37.69,-77.78,Oilville,VA
23139,5,37.6,-77.9,Powhatan,VA
23141,1,37.53,-77.16,Quinton,VA
23150,35,37.51,-77.26,Sandston,VA
23156,1,37.5,-76.7,Shacklefords,VA
23168,2,37.39,-76.82,Toano,VA
23175,3,37.66,-76.62,Urbanna,VA
23177,1,37.74,-77.02,Walkerton,VA
23181,5,37.6,-76.9,West Point,VA
23185,208,37.2,-76.7,Williamsburg,VA
23188,60,37.3,-76.7,Williamsburg,VA
23220,7,37.55,-77.46,Richmond,VA
23221,7,37.55,-77.49,Richmond,VA
23222,11,37.58,-77.42,Richmond,VA
23223,91,37.56,-77.37,Richmond,VA
23224,1282,37.5,-77.48,Richmond,VA
23225,376,37.52,-77.5,Richmond,VA
23226,25,37.58,-77.52,Richmond,VA
23227,37,37.61,-77.44,Richmond,VA
23228,430,37.63,-77.5,Henrico,VA
23229,164,37.59,-77.57,Henrico,VA
23230,43,37.59,-77.49,Richmond,VA
23231,46,37.4,-77.3,Henrico,VA
23233,23,37.65,-77.62,Henrico,VA
23234,1163,37.47,-77.47,Richmond,VA
23235,96,37.54,-77.57,Richmond,VA
23236,58,37.47,-77.59,Richmond,VA
23237,221,37.42,-77.44,Richmond,VA
23238,28,37.6,-77.64,Henrico,VA
23294,115,37.63,-77.56,Henrico,VA
23301,36,37.7,-75.65,Accomac,VA
23302,2,37.87,-75.535,Assawoman,VA
23303,1,37.91,-75.51,Atlantic,VA
23306,2,37.58,-75.87,Belle Haven,VA
23308,22,37.8,-75.6,Bloxom,VA
23310,2,37.3,-75.8,Cape Charles,VA
23314,1,36.96,-76.54,Carrollton,VA
23320,55,36.76,-76.2,Chesapeake,VA
23321,18,36.81,-76.41,Chesapeake,VA
23322,12,36.6,-76.3,Chesapeake,VA
23323,150,36.7,-76.4,Chesapeake,VA
23324,137,36.8,-76.28,Chesapeake,VA
23325,7,36.81,-76.24,Chesapeake,VA
23350,11,37.5,-75.88,Exmore,VA
23357,21,37.78,-75.69,Greenbush,VA
23359,2,37.9,-75.6,Hallwood,VA
23407,19,37.848,-75.566,Mappsville,VA
23410,4,37.6,-75.7,Melfa,VA
23413,1,37.473,-75.861,Nassawadox,VA
23414,3,37.819,-75.586,Nelsonia,VA
23417,7,37.8,-75.8,Onancock,VA
23418,5,37.67,-75.68,Onley,VA
23420,4,37.6,-75.8,Painter,VA
23421,67,37.76,-75.63,Parksley,VA
23430,3,37,-76.7,Smithfield,VA
23434,24,36.7,-76.6,Suffolk,VA
23435,10,36.84,-76.48,Suffolk,VA
23442,6,37.89,-75.57,Temperanceville,VA
23451,113,36.86,-76.03,Virginia Beach,VA
23452,55,36.85,-76.1,Virginia Beach,VA
23453,20,36.78,-76.08,Virginia Beach,VA
23454,28,36.8,-76,Virginia Beach,VA
23455,34,36.91,-76.14,Virginia Beach,VA
23456,11,36.7,-76,Virginia Beach,VA
23457,2,36.6,-76,Virginia Beach,VA
23462,170,36.84,-76.15,Virginia Beach,VA
23464,14,36.8,-76.18,Virginia Beach,VA
23487,3,36.8,-76.7,Windsor,VA
23502,59,36.86,-76.21,Norfolk,VA
23503,162,36.95,-76.26,Norfolk,VA
23504,10,36.86,-76.26,Norfolk,VA
23505,79,36.93,-76.29,Norfolk,VA
23508,3,36.89,-76.31,Norfolk,VA
23509,35,36.88,-76.26,Norfolk,VA
23513,134,36.89,-76.23,Norfolk,VA
23517,1,36.87,-76.29,Norfolk,VA
23518,159,36.91,-76.22,Norfolk,VA
23523,9,36.83,-76.27,Norfolk,VA
23601,51,37.06,-76.46,Newport News,VA
23602,65,37.12,-76.52,Newport News,VA
23603,1,37.2,-76.58,Newport News,VA
23605,43,37.02,-76.44,Newport News,VA
23606,302,37.07,-76.49,Newport News,VA
23607,21,36.98,-76.42,Newport News,VA
23608,123,37.15,-76.55,Newport News,VA
23661,1,37.01,-76.39,Hampton,VA
23663,5,37.03,-76.32,Hampton,VA
23664,3,37.05,-76.29,Hampton,VA
23666,14,37.06,-76.41,Hampton,VA
23669,17,37.05,-76.35,Hampton,VA
23690,1,37.22,-76.53,Yorktown,VA
23692,5,37.19,-76.47,Yorktown,VA
23693,4,37.12,-76.45,Yorktown,VA
23701,16,36.82,-76.37,Portsmouth,VA
23702,13,36.8,-76.33,Portsmouth,VA
23703,7,36.88,-76.38,Portsmouth,VA
23704,14,36.83,-76.32,Portsmouth,VA
23707,5,36.84,-76.34,Portsmouth,VA
23803,86,37.2,-77.5,Petersburg,VA
23805,12,37.1,-77.4,Petersburg,VA
23824,12,37.1,-78,Blackstone,VA
23831,90,37.34,-77.45,Chester,VA
23832,77,37.4,-77.6,Chesterfield,VA
23834,31,37.29,-77.4,Colonial Heights,VA
23836,37,37.36,-77.33,Chester,VA
23837,3,36.8,-77.1,Courtland,VA
23838,3,37.3,-77.6,Chesterfield,VA
23839,1,37.08,-76.92,Dendron,VA
23842,1,37.1,-77.2,Disputanta,VA
23847,17,36.7,-77.5,Emporia,VA
23851,5,36.7,-77,Franklin,VA
23860,27,37.3,-77.2,Hopewell,VA
23875,13,37.2,-77.3,Prince George,VA
23888,1,37,-77,Wakefield,VA
23890,3,37,-77.1,Waverly,VA
23901,7,37.3,-78.4,Farmville,VA
23920,4,36.7,-78,Brodnax,VA
23922,1,37.2,-78.2,Burkeville,VA
23924,1,36.8,-78.4,Chase City,VA
23927,2,36.6,-78.5,Clarksville,VA
23930,13,37.2,-78.1,Crewe,VA
23936,2,37.5,-78.5,Dillwyn,VA
23944,50,36.9,-78.2,Kenbridge,VA
23947,1,37,-78.4,Keysville,VA
23950,3,36.7,-78.1,La Crosse,VA
23954,2,37.1,-78.4,Meherrin,VA
23966,3,37.3,-78.3,Rice,VA
23974,1,37,-78.3,Victoria,VA
23976,1,36.85,-78.58,Wylliesburg,VA
24012,417,37.32,-79.9,Roanoke,VA
24013,22,37.27,-79.92,Roanoke,VA
24014,6,37.22,-79.91,Roanoke,VA
24015,19,37.25,-79.98,Roanoke,VA
24016,25,37.27,-79.96,Roanoke,VA
24017,130,37.3,-79.99,Roanoke,VA
24018,29,37.21,-80.04,Roanoke,VA
24019,41,37.35,-79.96,Roanoke,VA
24054,2,36.7,-79.7,Axton,VA
24055,8,36.7,-80,Bassett,VA
24060,35,37.3,-80.4,Blacksburg,VA
24073,18,37.1,-80.4,Christiansburg,VA
24077,2,37.37,-79.9,Cloverdale,VA
24078,18,36.72,-79.91,Collinsville,VA
24087,6,37.2,-80.3,Elliston,VA
24089,2,36.71,-79.97,Fieldale,VA
24091,2,36.9,-80.3,Floyd,VA
24101,1,37.2,-79.8,Hardy,VA
24112,23,36.7,-79.9,Martinsville,VA
24121,7,37.2,-79.6,Moneta,VA
24136,1,37.34,-80.59,Pembroke,VA
24137,1,36.9,-79.7,Penhook,VA
24141,21,37.1,-80.6,Radford,VA
24148,8,36.6,-79.9,Ridgeway,VA
24151,1,37,-79.9,Rocky Mount,VA
24153,30,37.3,-80.1,Salem,VA
24162,2,37.12,-80.25,Shawsville,VA
24168,2,36.74,-79.95,Stanleytown,VA
24175,1,37.4,-79.9,Troutville,VA
24179,11,37.3,-79.8,Vinton,VA
24210,7,36.8,-82,Abingdon,VA
24228,1,37.2,-82.4,Clintwood,VA
24273,1,37,-82.6,Norton,VA
24293,1,37.02,-82.57,Wise,VA
24301,7,37.1,-80.8,Pulaski,VA
24315,1,37.1,-81.1,Bland,VA
24333,41,36.7,-80.9,Galax,VA
24340,1,36.8,-81.8,Glade Spring,VA
24343,3,36.8,-80.7,Hillsville,VA
24354,3,36.8,-81.5,Marion,VA
24380,2,36.9,-80.5,Willis,VA
24401,28,38.1,-79.1,Staunton,VA
24416,1,37.7,-79.4,Buena Vista,VA
24422,1,37.9,-79.7,Clifton Forge,VA
24426,6,37.8,-80.1,Covington,VA
24441,6,38.24,-78.82,Grottoes,VA
24450,3,37.8,-79.5,Lexington,VA
24472,1,37.9,-79.2,Raphine,VA
24482,5,38.2,-78.99,Verona,VA
24486,2,38.29,-78.94,Weyers Cave,VA
24501,45,37.3,-79.2,Lynchburg,VA
24502,105,37.36,-79.21,Lynchburg,VA
24503,2,37.5,-79.2,Lynchburg,VA
24504,4,37.37,-79.07,Lynchburg,VA
24517,5,37.14,-79.24,Altavista,VA
24521,13,37.6,-79.1,Amherst,VA
24522,10,37.4,-78.8,Appomattox,VA
24523,2,37.3,-79.5,Bedford,VA
24531,2,36.8,-79.4,Chatham,VA
24540,28,36.6,-79.4,Danville,VA
24541,33,36.6,-79.5,Danville,VA
24550,5,37.25,-79.27,Evington,VA
24551,12,37.4,-79.3,Forest,VA
24554,1,37.1,-79.1,Gladys,VA
24556,2,37.4,-79.4,Goode,VA
24557,9,37,-79.3,Gretna,VA
24565,1,36.9,-79.2,Java,VA
24572,6,37.5,-79,Madison Heights,VA
24574,1,37.6,-79.3,Monroe,VA
24588,1,37.3,-79.1,Rustburg,VA
24590,2,37.8,-78.5,Scottsville,VA
24592,9,36.7,-79,South Boston,VA
24593,2,37.32,-78.92,Spout Spring,VA
24701,5,37.3,-81.1,Bluefield,WV
24740,8,37.4,-81.1,Princeton,WV
24747,1,37.4,-81.2,Rock,WV
24882,2,37.65,-81.73,Simon,WV
