sponsor_zip,total,lat,lng,major_city,state
00612,1,18.4,-66.68,Arecibo,PR
00915,3,18.43,-66.04,San Juan,PR
00925,5,18.401,-66.05,San Juan,PR
00952,1,18.43,-66.19,Sabana Seca,PR
00987,1,18.36,-65.97,Carolina,PR
01001,3,42.07,-72.63,Agawam,MA
01002,31,42.38,-72.52,Amherst,MA
01013,6,42.16,-72.6,Chicopee,MA
01020,5,42.18,-72.56,Chicopee,MA
01027,9,42.3,-72.7,Easthampton,MA
01034,1,42.1,-73,Granville,MA
01035,2,42.36,-72.59,Hadley,MA
01040,4,42.22,-72.64,Holyoke,MA
01056,1,42.19,-72.46,Ludlow,MA
01060,5,42.33,-72.63,Northampton,MA
01062,7,42.33,-72.69,Florence,MA
01069,2,42.19,-72.31,Palmer,MA
01075,1,42.26,-72.58,South Hadley,MA
01080,1,42.18,-72.37,Three Rivers,MA
01082,1,42.3,-72.3,Ware,MA
01085,1,42.2,-72.8,Westfield,MA
01089,5,42.12,-72.64,West Springfield,MA
01104,133,42.13,-72.57,Springfield,MA
01105,24,42.1,-72.58,Springfield,MA
01107,163,42.12,-72.6,Springfield,MA
01108,102,42.08,-72.56,Springfield,MA
01109,48,42.12,-72.55,Springfield,MA
01118,1,42.1,-72.52,Springfield,MA
01119,3,42.12,-72.51,Springfield,MA
01129,1,42.12,-72.49,Springfield,MA
01151,6,42.15,-72.51,Indian Orchard,MA
01201,27,42.5,-73.3,Pittsfield,MA
01220,2,42.63,-73.13,Adams,MA
01225,1,42.56,-73.15,Cheshire,MA
01230,32,42.2,-73.3,Great Barrington,MA
01238,2,42.3,-73.22,Lee,MA
01242,1,42.37,-73.27,Lenox Dale,MA
01247,1,42.7,-73.1,North Adams,MA
01257,4,42.1,-73.37,Sheffield,MA
01260,1,42.3,-73.2,South Lee,MA
01262,1,42.29,-73.31,Stockbridge,MA
01267,1,42.6,-73.3,Williamstown,MA
01301,7,42.63,-72.59,Greenfield,MA
01364,1,42.6,-72.3,Orange,MA
01375,2,42.47,-72.55,Sunderland,MA
01376,5,42.59,-72.54,Turners Falls,MA
01420,18,42.59,-71.81,Fitchburg,MA
01430,1,42.65,-71.92,Ashburnham,MA
01432,1,42.56,-71.57,Ayer,MA
01440,3,42.59,-71.99,Gardner,MA
01453,51,42.52,-71.77,Leominster,MA
01464,2,42.58,-71.64,Shirley,MA
01501,1,42.2,-71.85,Auburn,MA
01504,4,42.04,-71.53,Blackstone,MA
01510,33,42.41,-71.69,Clinton,MA
01519,1,42.2,-71.68,Grafton,MA
01523,3,42.47,-71.67,Lancaster,MA
01524,1,42.24,-71.92,Leicester,MA
01527,2,42.19,-71.78,Millbury,MA
01532,4,42.32,-71.63,Northborough,MA
01534,2,42.14,-71.64,Northbridge,MA
01537,1,42.17,-71.89,North Oxford,MA
01545,10,42.29,-71.71,Shrewsbury,MA
01550,1,42.07,-72.04,Southbridge,MA
01560,2,42.18,-71.68,South Grafton,MA
01562,2,42.25,-71.99,Spencer,MA
01564,1,42.44,-71.78,Sterling,MA
01566,2,42.1,-72.08,Sturbridge,MA
01568,2,42.18,-71.6,Upton,MA
01569,4,42.06,-71.64,Uxbridge,MA
01570,5,42.06,-71.85,Webster,MA
01571,1,42.06,-71.94,Dudley,MA
01581,48,42.27,-71.61,Westborough,MA
01583,1,42.36,-71.78,West Boylston,MA
01588,2,42.13,-71.66,Whitinsville,MA
01602,18,42.27,-71.85,Worcester,MA
01603,54,42.25,-71.84,Worcester,MA
01604,79,42.25,-71.76,Worcester,MA
01605,27,42.29,-71.8,Worcester,MA
01606,5,42.31,-71.8,Worcester,MA
01607,10,42.23,-71.79,Worcester,MA
01608,11,42.26,-71.8,Worcester,MA
01609,32,42.28,-71.83,Worcester,MA
01610,154,42.25,-71.81,Worcester,MA
01611,2,42.25,-71.88,Cherry Valley,MA
01701,41,42.32,-71.43,Framingham,MA
01702,361,42.28,-71.44,Framingham,MA
01720,5,42.49,-71.44,Acton,MA
01721,10,42.26,-71.47,Ashland,MA
01730,1,42.5,-71.28,Bedford,MA
01740,6,42.44,-71.6,Bolton,MA
01742,1,42.46,-71.36,Concord,MA
01745,1,42.292,-71.5,Fayville,MA
01746,3,42.2,-71.44,Holliston,MA
01747,11,42.13,-71.54,Hopedale,MA
01748,2,42.23,-71.53,Hopkinton,MA
01749,17,42.39,-71.54,Hudson,MA
01752,222,42.35,-71.55,Marlborough,MA
01754,6,42.43,-71.45,Maynard,MA
01756,4,42.1,-71.54,Mendon,MA
01757,198,42.15,-71.52,Milford,MA
01760,11,42.28,-71.35,Natick,MA
01773,1,42.43,-71.32,Lincoln,MA
01776,1,42.39,-71.42,Sudbury,MA
01801,81,42.49,-71.16,Woburn,MA
01803,59,42.51,-71.2,Burlington,MA
01821,18,42.55,-71.26,Billerica,MA
01824,3,42.59,-71.35,Chelmsford,MA
01826,1,42.69,-71.31,Dracut,MA
01830,17,42.8,-71.06,Haverhill,MA
01832,22,42.79,-71.13,Haverhill,MA
01835,1,42.75,-71.09,Haverhill,MA
01840,17,42.71,-71.16,Lawrence,MA
01841,436,42.71,-71.16,Lawrence,MA
01843,82,42.69,-71.16,Lawrence,MA
01844,61,42.73,-71.19,Methuen,MA
01845,1,42.67,-71.08,North Andover,MA
01850,33,42.66,-71.3,Lowell,MA
01851,42,42.62,-71.34,Lowell,MA
01852,68,42.63,-71.3,Lowell,MA
01854,23,42.65,-71.35,Lowell,MA
01862,2,42.57,-71.29,North Billerica,MA
01867,2,42.53,-71.1,Reading,MA
01876,3,42.61,-71.23,Tewksbury,MA
01880,20,42.5,-71.07,Wakefield,MA
01887,2,42.57,-71.17,Wilmington,MA
01890,6,42.45,-71.15,Winchester,MA
01901,8,42.462,-70.946,Lynn,MA
01902,1432,42.47,-70.94,Lynn,MA
01904,233,42.49,-70.97,Lynn,MA
01905,693,42.47,-70.97,Lynn,MA
01906,33,42.47,-71.01,Saugus,MA
01907,7,42.48,-70.91,Swampscott,MA
01913,2,42.85,-70.95,Amesbury,MA
01915,23,42.57,-70.86,Beverly,MA
01923,4,42.58,-70.96,Danvers,MA
01929,1,42.64,-70.78,Essex,MA
01930,82,42.63,-70.69,Gloucester,MA
01938,5,42.7,-70.8,Ipswich,MA
01949,4,42.6,-71.01,Middleton,MA
01960,29,42.53,-70.97,Peabody,MA
01970,30,42.52,-70.91,Salem,MA
02019,8,42.08,-71.47,Bellingham,MA
02026,8,42.25,-71.18,Dedham,MA
02032,2,42.15,-71.22,East Walpole,MA
02038,7,42.09,-71.41,Franklin,MA
02050,4,42.1,-70.7,Marshfield,MA
02052,1,42.18,-71.31,Medfield,MA
02053,5,42.16,-71.43,Medway,MA
02062,57,42.18,-71.2,Norwood,MA
02067,1,42.11,-71.19,Sharon,MA
02072,10,42.12,-71.1,Stoughton,MA
02081,1,42.15,-71.26,Walpole,MA
02090,1,42.22,-71.2,Westwood,MA
02108,2,42.358,-71.064,Boston,MA
02111,1,42.351,-71.061,Boston,MA
02114,2,42.363,-71.066,Boston,MA
02116,1,42.35,-71.08,Boston,MA
02119,27,42.32,-71.08,Roxbury,MA
02120,2,42.33,-71.1,Roxbury Crossing,MA
02121,67,42.31,-71.08,Dorchester,MA
02122,169,42.29,-71.05,Dorchester,MA
02124,76,42.29,-71.07,Dorchester Center,MA
02125,81,42.32,-71,Dorchester,MA
02126,13,42.28,-71.09,Mattapan,MA
02127,5,42.33,-71.04,Boston,MA
02128,862,42.37,-71.02,Boston,MA
02129,7,42.38,-71.06,Charlestown,MA
02130,21,42.31,-71.12,Jamaica Plain,MA
02131,46,42.28,-71.12,Roslindale,MA
02132,6,42.28,-71.16,West Roxbury,MA
02134,302,42.36,-71.13,Allston,MA
02135,149,42.35,-71.15,Brighton,MA
02136,19,42.25,-71.13,Hyde Park,MA
02138,2,42.38,-71.13,Cambridge,MA
02139,6,42.36,-71.1,Cambridge,MA
02140,1,42.39,-71.13,Cambridge,MA
02141,12,42.37,-71.08,Cambridge,MA
02143,37,42.38,-71.1,Somerville,MA
02144,4,42.4,-71.12,Somerville,MA
02145,194,42.39,-71.09,Somerville,MA
02148,91,42.43,-71.05,Malden,MA
02149,475,42.41,-71.05,Everett,MA
02150,1086,42.4,-71.03,Chelsea,MA
02151,424,42.42,-71,Revere,MA
02152,15,42.37,-70.97,Winthrop,MA
02155,47,42.42,-71.11,Medford,MA
02169,38,42.24,-71.01,Quincy,MA
02170,8,42.27,-71.02,Quincy,MA
02171,6,42.29,-71.01,Quincy,MA
02176,2,42.46,-71.06,Melrose,MA
02180,17,42.47,-71.1,Stoneham,MA
02184,5,42.2,-71.01,Braintree,MA
02186,1,42.24,-71.08,Milton,MA
02188,4,42.21,-70.96,Weymouth,MA
02189,6,42.21,-70.93,East Weymouth,MA
02190,9,42.17,-70.95,South Weymouth,MA
02301,197,42.08,-71.04,Brockton,MA
02302,47,42.09,-71,Brockton,MA
02322,2,42.13,-71.05,Avon,MA
02324,3,41.97,-70.98,Bridgewater,MA
02333,1,42.03,-70.94,East Bridgewater,MA
02343,4,42.14,-71.01,Holbrook,MA
02351,8,42.12,-70.96,Abington,MA
02360,8,41.9,-70.6,Plymouth,MA
02364,1,41.98,-70.75,Kingston,MA
02368,24,42.17,-71.06,Randolph,MA
02370,6,42.13,-70.91,Rockland,MA
02375,4,42.02,-71.11,South Easton,MA
02382,2,42.08,-70.94,Whitman,MA
02421,4,42.44,-71.23,Lexington,MA
02445,4,42.32,-71.13,Brookline,MA
02446,3,42.34,-71.12,Brookline,MA
02451,107,42.4,-71.26,Waltham,MA
02452,117,42.39,-71.22,Waltham,MA
02453,584,42.37,-71.23,Waltham,MA
02458,11,42.35,-71.19,Newton,MA
02460,12,42.35,-71.21,Newtonville,MA
02464,1,42.313,-71.22,Newton Upper Falls,MA
02465,7,42.35,-71.23,West Newton,MA
02467,1,42.32,-71.16,Chestnut Hill,MA
02472,58,42.37,-71.18,Watertown,MA
02474,4,42.42,-71.16,Arlington,MA
02476,5,42.42,-71.18,Arlington,MA
02478,11,42.4,-71.18,Belmont,MA
02492,2,42.28,-71.25,Needham,MA
02536,3,41.6,-70.56,East Falmouth,MA
02539,5,41.39,-70.53,Edgartown,MA
02540,1,41.57,-70.63,Falmouth,MA
02554,94,41.3,-70.1,Nantucket,MA
02557,3,41.454,-70.562,Oak Bluffs,MA
02563,1,41.72,-70.48,Sandwich,MA
02568,6,41.41,-70.63,Vineyard Haven,MA
02571,1,41.8,-70.7,Wareham,MA
02575,1,41.4,-70.64,West Tisbury,MA
02601,64,41.66,-70.3,Hyannis,MA
02632,1,41.66,-70.35,Centerville,MA
02639,4,41.67,-70.14,Dennis Port,MA
02649,1,41.61,-70.49,Mashpee,MA
02655,1,41.63,-70.39,Osterville,MA
02657,4,42.05,-70.18,Provincetown,MA
02664,6,41.66,-70.19,South Yarmouth,MA
02703,71,41.94,-71.29,Attleboro,MA
02718,1,41.87,-71.02,East Taunton,MA
02719,9,41.63,-70.87,Fairhaven,MA
02720,30,41.72,-71.1,Fall River,MA
02721,73,41.65,-71.15,Fall River,MA
02723,32,41.69,-71.13,Fall River,MA
02724,33,41.69,-71.18,Fall River,MA
02725,1,41.72,-71.18,Somerset,MA
02740,201,41.64,-70.94,New Bedford,MA
02743,1,41.71,-70.9,Acushnet,MA
02744,227,41.61,-70.92,New Bedford,MA
02745,66,41.7,-70.94,New Bedford,MA
02746,612,41.67,-70.94,New Bedford,MA
02747,1,41.7,-71,North Dartmouth,MA
02748,4,41.56,-70.98,South Dartmouth,MA
02760,11,41.97,-71.32,North Attleboro,MA
02762,2,42.02,-71.33,Plainville,MA
02767,1,41.94,-71.06,Raynham,MA
02769,2,41.84,-71.24,Rehoboth,MA
02779,1,41.83,-71.06,Berkley,MA
02780,12,41.91,-71.12,Taunton,MA
02807,8,41.19,-71.58,Block Island,RI
02809,13,41.68,-71.27,Bristol,RI
02812,1,41.47,-71.67,Carolina,RI
02814,1,41.9,-71.7,Chepachet,RI
02817,1,41.6,-71.7,West Greenwich,RI
02818,2,41.64,-71.48,East Greenwich,RI
02828,2,41.88,-71.56,Greenville,RI
02835,1,41.51,-71.37,Jamestown,RI
02840,153,41.49,-71.32,Newport,RI
02842,43,41.52,-71.28,Middletown,RI
02852,1,41.59,-71.46,North Kingstown,RI
02857,1,41.82,-71.65,North Scituate,RI
02860,99,41.88,-71.39,Pawtucket,RI
02861,36,41.88,-71.35,Pawtucket,RI
02863,490,41.89,-71.39,Central Falls,RI
02864,7,41.96,-71.43,Cumberland,RI
02865,4,41.92,-71.44,Lincoln,RI
02878,1,41.61,-71.17,Tiverton,RI
02879,1,41.43,-71.54,Wakefield,RI
02885,1,41.73,-71.26,Warren,RI
02886,5,41.71,-71.46,Warwick,RI
02888,1,41.75,-71.41,Warwick,RI
02889,11,41.7,-71.39,Warwick,RI
02891,5,41.36,-71.8,Westerly,RI
02892,1,41.5,-71.58,West Kingston,RI
02893,7,41.7,-71.51,West Warwick,RI
02895,23,42,-71.5,Woonsocket,RI
02896,3,41.97,-71.54,North Smithfield,RI
02898,1,41.52,-71.67,Wyoming,RI
02903,5,41.82,-71.41,Providence,RI
02904,35,41.85,-71.44,Providence,RI
02905,27,41.79,-71.4,Providence,RI
02906,5,41.84,-71.39,Providence,RI
02907,284,41.8,-71.43,Providence,RI
02908,264,41.84,-71.44,Providence,RI
02909,1215,41.82,-71.45,Providence,RI
02910,27,41.78,-71.43,Cranston,RI
02911,7,41.85,-71.47,North Providence,RI
02914,2,41.81,-71.36,East Providence,RI
02916,1,41.84,-71.36,Rumford,RI
02917,1,41.9,-71.53,Smithfield,RI
02919,30,41.83,-71.52,Johnston,RI
02920,74,41.77,-71.47,Cranston,RI
02921,2,41.76,-71.52,Cranston,RI
03042,1,43.05,-71.08,Epping,NH
03052,1,42.85,-71.45,Litchfield,NH
03053,2,42.9,-71.4,Londonderry,NH
03054,3,42.85,-71.52,Merrimack,NH
03060,41,42.73,-71.46,Nashua,NH
03062,5,42.73,-71.5,Nashua,NH
03063,4,42.77,-71.53,Nashua,NH
03064,6,42.78,-71.47,Nashua,NH
03079,4,42.79,-71.23,Salem,NH
03101,7,42.99,-71.47,Manchester,NH
03102,13,43.01,-71.5,Manchester,NH
03103,143,42.94,-71.44,Manchester,NH
03104,32,43.02,-71.44,Manchester,NH
03110,1,42.94,-71.54,Bedford,NH
03217,1,43.72,-71.63,Ashland,NH
03222,1,43.6,-71.8,Bristol,NH
03301,4,43.2,-71.5,Concord,NH
03431,4,43,-72.3,Keene,NH
03595,1,44.2,-71.4,Twin Mountain,NH
03602,1,43.1,-72.3,Alstead,NH
03608,3,43.09,-72.41,Walpole,NH
03766,1,43.63,-72.24,Lebanon,NH
03820,2,43.19,-70.89,Dover,NH
03842,1,42.91,-70.81,Hampton,NH
03860,1,44,-71.2,North Conway,NH
03865,1,42.84,-71.1,Plaistow,NH
03867,1,43.3,-70.99,Rochester,NH
03874,1,42.88,-70.86,Seabrook,NH
03878,2,43.26,-70.88,Somersworth,NH
03904,13,43.11,-70.73,Kittery,ME
04005,14,43.5,-70.5,Biddeford,ME
04008,3,44.03,-69.87,Bowdoinham,ME
04011,3,43.9,-70,Brunswick,ME
04032,1,43.86,-70.1,Freeport,ME
04038,3,43.7,-70.5,Gorham,ME
04043,2,43.4,-70.6,Kennebunk,ME
04046,2,43.4,-70.5,Kennebunkport,ME
04062,3,43.8,-70.4,Windham,ME
04064,3,43.53,-70.39,Old Orchard Beach,ME
04072,2,43.5,-70.5,Saco,ME
04074,3,43.6,-70.4,Scarborough,ME
04092,13,43.7,-70.35,Westbrook,ME
04093,1,43.6,-70.5,Buxton,ME
04095,1,43.64,-70.9,West Newfield,ME
04101,77,43.66,-70.26,Portland,ME
04102,81,43.66,-70.3,Portland,ME
04103,28,43.69,-70.29,Portland,ME
04106,35,43.63,-70.3,South Portland,ME
04210,4,44.1,-70.2,Auburn,ME
04240,14,44.1,-70.2,Lewiston,ME
04280,1,44.1,-70.1,Sabattus,ME
04282,1,44.3,-70.3,Turner,ME
04401,3,44.9,-68.8,Bangor,ME
04412,2,44.78,-68.74,Brewer,ME
04623,2,44.8,-67.7,Columbia Falls,ME
04667,2,44.98,-67.11,Perry,ME
04901,1,44.6,-69.6,Waterville,ME
04920,2,45.3,-69.9,Bingham,ME
04927,8,44.67,-69.54,Clinton,ME
04947,1,45,-70.3,Kingfield,ME
04957,3,44.7,-69.9,Norridgewock,ME
04967,1,44.8,-69.4,Pittsfield,ME
05061,1,43.94,-72.57,Randolph Center,VT
05158,2,43.09,-72.48,Westminster,VT
05201,2,42.9,-73.1,Bennington,VT
05401,2,44.48,-73.2,Burlington,VT
05443,3,44.2,-73,Bristol,VT
05446,1,44.6,-73.2,Colchester,VT
05450,2,44.9,-72.8,Enosburg Falls,VT
05452,2,44.52,-73.06,Essex Junction,VT
05474,1,44.8,-73.3,North Hero,VT
05476,1,45,-72.7,Richford,VT
05478,3,44.8,-73.1,Saint Albans,VT
05486,1,44.64,-73.3,South Hero,VT
05488,1,44.9,-73.1,Swanton,VT
05489,1,44.5,-72.9,Underhill,VT
05663,1,44.1,-72.7,Northfield,VT
05674,2,44.11,-72.85,Warren,VT
05770,1,43.89,-73.33,Shoreham,VT
05830,4,45,-72,Derby Line,VT
05855,1,44.9,-72.2,Newport,VT
06002,3,41.85,-72.74,Bloomfield,CT
06010,31,41.68,-72.94,Bristol,CT
06024,3,42.02,-73.28,East Canaan,CT
06031,1,41.96,-73.32,Falls Village,CT
06032,1,41.73,-72.83,Farmington,CT
06035,1,41.96,-72.8,Granby,CT
06037,3,41.6,-72.78,Berlin,CT
06040,16,41.76,-72.52,Manchester,CT
06042,12,41.8,-72.53,Manchester,CT
06051,19,41.67,-72.77,New Britain,CT
06053,14,41.69,-72.79,New Britain,CT
06062,6,41.67,-72.85,Plainville,CT
06066,3,41.84,-72.46,Vernon Rockville,CT
06067,1,41.66,-72.66,Rocky Hill,CT
06069,5,41.86,-73.44,Sharon,CT
06070,1,41.87,-72.82,Simsbury,CT
06074,4,41.83,-72.57,South Windsor,CT
06082,16,41.98,-72.56,Enfield,CT
06088,1,41.9,-72.59,East Windsor,CT
06093,1,41.99,-72.73,West Suffield,CT
06095,1,41.87,-72.68,Windsor,CT
06096,3,41.93,-72.65,Windsor Locks,CT
06103,2,41.77,-72.68,Hartford,CT
06105,21,41.78,-72.7,Hartford,CT
06106,208,41.74,-72.69,Hartford,CT
06108,165,41.78,-72.62,East Hartford,CT
06109,5,41.7,-72.66,Wethersfield,CT
06110,4,41.73,-72.74,West Hartford,CT
06111,5,41.69,-72.73,Newington,CT
06112,6,41.79,-72.7,Hartford,CT
06114,81,41.75,-72.67,Hartford,CT
06118,20,41.74,-72.61,East Hartford,CT
06119,10,41.76,-72.73,West Hartford,CT
06120,2,41.79,-72.67,Hartford,CT
06160,1,41.77,-72.67,Hartford,CT
06226,116,41.7,-72.21,Willimantic,CT
06234,1,41.78,-71.95,Brooklyn,CT
06239,2,41.79,-71.86,Danielson,CT
06260,5,41.9,-71.87,Putnam,CT
06280,6,41.69,-72.14,Windham,CT
06320,112,41.35,-72.11,New London,CT
06333,3,41.38,-72.24,East Lyme,CT
06339,2,41.44,-72,Ledyard,CT
06340,17,41.35,-72.04,Groton,CT
06354,1,41.7,-71.85,Moosup,CT
06355,1,41.37,-71.98,Mystic,CT
06357,2,41.33,-72.22,Niantic,CT
06359,1,41.47,-71.88,North Stonington,CT
06360,103,41.55,-72.09,Norwich,CT
06370,1,41.47,-72.19,Oakdale,CT
06371,4,41.4,-72.3,Old Lyme,CT
06379,1,41.37,-71.87,Pawcatuck,CT
06385,3,41.36,-72.16,Waterford,CT
06401,13,41.34,-73.07,Ansonia,CT
06405,3,41.28,-72.8,Branford,CT
06413,12,41.3,-72.54,Clinton,CT
06417,5,41.37,-72.46,Deep River,CT
06418,10,41.33,-73.08,Derby,CT
06437,1,41.3,-72.7,Guilford,CT
06442,2,41.34,-72.45,Ivoryton,CT
06443,2,41.3,-72.6,Madison,CT
06450,44,41.54,-72.78,Meriden,CT
06451,26,41.54,-72.82,Meriden,CT
06457,8,41.5,-72.7,Middletown,CT
06460,6,41.21,-73.05,Milford,CT
06468,6,41.34,-73.23,Monroe,CT
06471,1,41.35,-72.78,North Branford,CT
06473,4,41.38,-72.86,North Haven,CT
06475,8,41.3,-72.39,Old Saybrook,CT
06483,6,41.38,-73.09,Seymour,CT
06484,6,41.32,-73.14,Shelton,CT
06488,3,41.49,-73.23,Southbury,CT
06489,4,41.6,-72.88,Southington,CT
06492,18,41.46,-72.81,Wallingford,CT
06498,16,41.3,-72.47,Westbrook,CT
06511,38,41.31,-72.94,New Haven,CT
06512,20,41.28,-72.87,East Haven,CT
06513,216,41.32,-72.86,New Haven,CT
06514,16,41.37,-72.94,Hamden,CT
06515,2,41.33,-72.97,New Haven,CT
06516,128,41.27,-72.96,West Haven,CT
06517,2,41.35,-72.9,Hamden,CT
06518,1,41.42,-72.91,Hamden,CT
06519,147,41.3,-72.94,New Haven,CT
06604,394,41.17,-73.2,Bridgeport,CT
06605,235,41.16,-73.22,Bridgeport,CT
06606,211,41.21,-73.21,Bridgeport,CT
06607,33,41.18,-73.17,Bridgeport,CT
06608,86,41.19,-73.18,Bridgeport,CT
06610,63,41.2,-73.17,Bridgeport,CT
06611,8,41.26,-73.21,Trumbull,CT
06614,23,41.23,-73.13,Stratford,CT
06615,19,41.17,-73.14,Stratford,CT
06702,12,41.56,-73.04,Waterbury,CT
06704,80,41.58,-73.03,Waterbury,CT
06705,45,41.55,-72.99,Waterbury,CT
06706,144,41.53,-73.03,Waterbury,CT
06708,41,41.55,-73.07,Waterbury,CT
06710,36,41.57,-73.04,Waterbury,CT
06716,2,41.6,-72.98,Wolcott,CT
06770,24,41.49,-73.05,Naugatuck,CT
06776,18,41.6,-73.4,New Milford,CT
06777,1,41.7,-73.33,New Preston Marble Dale,CT
06786,1,41.66,-73.02,Terryville,CT
06787,1,41.67,-73.1,Thomaston,CT
06790,48,41.84,-73.13,Torrington,CT
06801,14,41.38,-73.39,Bethel,CT
06804,3,41.47,-73.39,Brookfield,CT
06807,2,41.06,-73.59,Cos Cob,CT
06810,543,41.38,-73.47,Danbury,CT
06811,42,41.42,-73.48,Danbury,CT
06820,1,41.08,-73.48,Darien,CT
06824,1,41.17,-73.28,Fairfield,CT
06825,5,41.2,-73.24,Fairfield,CT
06830,29,41.04,-73.63,Greenwich,CT
06831,6,41.08,-73.66,Greenwich,CT
06840,1,41.16,-73.5,New Canaan,CT
06850,84,41.13,-73.44,Norwalk,CT
06851,92,41.14,-73.41,Norwalk,CT
06854,529,41.08,-73.42,Norwalk,CT
06855,51,41.1,-73.4,Norwalk,CT
06870,1,41.04,-73.57,Old Greenwich,CT
06877,5,41.31,-73.49,Ridgefield,CT
06878,1,41.03,-73.58,Riverside,CT
06880,4,41.14,-73.34,Westport,CT
06883,1,41.22,-73.38,Weston,CT
06890,1,41.14,-73.29,Southport,CT
06896,3,41.3,-73.39,Redding,CT
06901,14,41.054,-73.538,Stamford,CT
06902,1269,41.06,-73.54,Stamford,CT
06903,4,41.14,-73.55,Stamford,CT
06905,25,41.09,-73.54,Stamford,CT
06906,44,41.07,-73.52,Stamford,CT
06907,20,41.1,-73.52,Stamford,CT
07001,10,40.58,-74.27,Avenel,NJ
07002,74,40.67,-74.11,Bayonne,NJ
07003,26,40.81,-74.19,Bloomfield,NJ
07004,3,40.88,-74.3,Fairfield,NJ
07005,42,40.92,-74.42,Boonton,NJ
07006,39,40.85,-74.29,Caldwell,NJ
07008,50,40.58,-74.23,Carteret,NJ
07010,348,40.82,-73.99,Cliffside Park,NJ
07011,48,40.88,-74.14,Clifton,NJ
07012,3,40.85,-74.16,Clifton,NJ
07013,7,40.87,-74.17,Clifton,NJ
07014,3,40.83,-74.14,Clifton,NJ
07016,2,40.66,-74.3,Cranford,NJ
07017,102,40.77,-74.21,East Orange,NJ
07018,151,40.76,-74.22,East Orange,NJ
07020,3,40.82,-73.98,Edgewater,NJ
07022,710,40.82,-74,Fairview,NJ
07024,19,40.85,-73.97,Fort Lee,NJ
07026,33,40.88,-74.11,Garfield,NJ
07028,2,40.81,-74.21,Glen Ridge,NJ
07029,69,40.74,-74.14,Harrison,NJ
07030,1,40.75,-74.03,Hoboken,NJ
07032,72,40.75,-74.12,Kearny,NJ
07033,2,40.68,-74.29,Kenilworth,NJ
07034,20,40.88,-74.38,Lake Hiawatha,NJ
07035,5,40.92,-74.3,Lincoln Park,NJ
07036,53,40.62,-74.25,Linden,NJ
07039,4,40.79,-74.33,Livingston,NJ
07040,5,40.73,-74.27,Maplewood,NJ
07041,1,40.73,-74.3,Millburn,NJ
07042,40,40.82,-74.22,Montclair,NJ
07043,2,40.85,-74.2,Montclair,NJ
07045,1,40.91,-74.37,Montville,NJ
07047,732,40.79,-74.02,North Bergen,NJ
07050,944,40.77,-74.24,Orange,NJ
07052,114,40.79,-74.26,West Orange,NJ
07054,54,40.86,-74.4,Parsippany,NJ
07055,403,40.86,-74.13,Passaic,NJ
07057,1,40.85,-74.11,Wallington,NJ
07058,10,40.86,-74.34,Pine Brook,NJ
07059,4,40.63,-74.51,Warren,NJ
07060,2593,40.62,-74.43,Plainfield,NJ
07062,259,40.63,-74.4,Plainfield,NJ
07063,460,40.61,-74.45,Plainfield,NJ
07064,3,40.57,-74.25,Port Reading,NJ
07065,105,40.61,-74.28,Rahway,NJ
07066,3,40.62,-74.32,Clark,NJ
07067,4,40.59,-74.31,Colonia,NJ
07069,3,40.64,-74.44,Watchung,NJ
07070,1,40.82,-74.1,Rutherford,NJ
07071,6,40.79,-74.11,Lyndhurst,NJ
07073,11,40.83,-74.1,East Rutherford,NJ
07074,5,40.84,-74.06,Moonachie,NJ
07075,2,40.85,-74.09,Wood Ridge,NJ
07076,8,40.64,-74.37,Scotch Plains,NJ
07077,1,40.55,-74.25,Sewaren,NJ
07078,1,40.74,-74.33,Short Hills,NJ
07079,2,40.75,-74.26,South Orange,NJ
07080,40,40.57,-74.41,South Plainfield,NJ
07081,3,40.7,-74.33,Springfield,NJ
07082,2,40.92,-74.35,Towaco,NJ
07083,29,40.69,-74.27,Union,NJ
07086,10,40.77,-74.02,Weehawken,NJ
07087,735,40.77,-74.03,Union City,NJ
07088,2,40.72,-74.29,Vauxhall,NJ
07090,6,40.65,-74.35,Westfield,NJ
07093,1032,40.79,-74.01,West New York,NJ
07094,3,40.78,-74.06,Secaucus,NJ
07095,6,40.55,-74.28,Woodbridge,NJ
07102,41,40.74,-74.17,Newark,NJ
07103,53,40.74,-74.19,Newark,NJ
07104,540,40.77,-74.17,Newark,NJ
07105,862,40.72,-74.15,Newark,NJ
07106,183,40.74,-74.23,Newark,NJ
07107,334,40.77,-74.19,Newark,NJ
07108,19,40.72,-74.2,Newark,NJ
07109,44,40.79,-74.16,Belleville,NJ
07110,5,40.82,-74.16,Nutley,NJ
07111,392,40.73,-74.23,Irvington,NJ
07112,18,40.71,-74.21,Newark,NJ
07114,120,40.7,-74.17,Newark,NJ
07201,329,40.67,-74.18,Elizabeth,NJ
07202,271,40.65,-74.22,Elizabeth,NJ
07203,25,40.65,-74.26,Roselle,NJ
07204,6,40.67,-74.27,Roselle Park,NJ
07205,133,40.69,-74.23,Hillside,NJ
07206,667,40.67,-74.17,Elizabethport,NJ
07208,110,40.68,-74.23,Elizabeth,NJ
07302,8,40.72,-74.05,Jersey City,NJ
07304,161,40.71,-74.07,Jersey City,NJ
07305,110,40.7,-74.07,Jersey City,NJ
07306,67,40.74,-74.07,Jersey City,NJ
07307,110,40.75,-74.05,Jersey City,NJ
07401,3,41.03,-74.14,Allendale,NJ
07403,4,41.03,-74.33,Bloomingdale,NJ
