total_children,n_countries,n_zips,median_days,date_min,date_max,pct_male,pct_cat1,pct_cat2,pct_cat3
553322,112,12786,25,2015-01-01,2023-05-23,0.658708672346301,0.4176428439600048,0.4671266189705898,0.11523053706940539
